Marka,Model,Year,Color,Engine,Fuel_type,Mileage,Gear_box,New,Price
Toyota,Corolla Cross,2024,Qara,2.0,Hibrid,0,Variator,Bəli,21900
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Toyota,Land Cruiser,2013,Qara,4.0,Benzin,195000,Avtomat,Xeyr,32800
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Land Rover,RR Evoque,2017,Ağ,2.0,Benzin,66000,Avtomat,Xeyr,28500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
BMW,528,2015,Göy,2.0,Benzin,170000,Avtomat,Xeyr,18762
BYD,Destroyer 05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,14514
Avatr,12,2024,Bənövşəyi,0.0,,0,Reduktor,Bəli,55900
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
Avatr,12,2024,Bənövşəyi,0.0,,0,Reduktor,Bəli,55900
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
Avatr,12,2024,Bənövşəyi,0.0,,0,Reduktor,Bəli,55900
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
Avatr,12,2024,Bənövşəyi,0.0,,0,Reduktor,Bəli,55900
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
Mercedes,E 200,2015,Qara,2.0,Benzin,181000,Avtomat,Xeyr,23900
ZEEKR,001,2024,Qara,0.0,,0,Reduktor,Bəli,51900
Xiaomi,SU7,2024,Qara,0.0,,0,Reduktor,Bəli,50900
Mercedes,GLE 53 AMG 4MATIC Coupe,2021,Qara,3.0,Benzin,34000,Avtomat,Xeyr,85000
Toyota,Frontlander,2024,Ağ,2.0,Hibrid,0,Variator,Bəli,23900
Hyundai,Sonata,2021,Ağ,2.0,Hibrid,53000,Avtomat,Xeyr,24000
Mercedes,E 300,2024,Qara,2.0,Benzin,2150,Avtomat,Xeyr,95000
Ford,Mondeo,2009,Ağ,2.3,Benzin,241000,Avtomat,Xeyr,6313
Changan,Qiyuan Q05,2024,Ağ,1.5,Plug-in Hibrid,0,Variator,Bəli,15800
Hyundai,Elantra,2011,Ağ,1.8,Benzin,181500,Avtomat,Xeyr,12390
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,52500
Avatr,12,2024,Bənövşəyi,0.0,,0,Reduktor,Bəli,55900
Li Auto,L7,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,55500
Li Auto,L9,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,58900
Li Auto,L6,2024,Qara,1.5,Plug-in Hibrid,0,Reduktor,Bəli,39500
GWM,Poer,2024,Qara,2.0,Dizel,0,Mexaniki,Bəli,25901
Toyota,Aqua,2019,Ağ,1.5,Hibrid,30000,Variator,Xeyr,12803
GWM,Tank 500,2024,Ağ,2.0,Hibrid,0,Avtomat,Bəli,47000
Mercedes,S 55 AMG,2004,Ağ,5.5,Benzin,225000,Avtomat,Xeyr,13511
Hyundai,Elantra,2017,Tünd qırmızı,2.0,Benzin,71000,Avtomat,Xeyr,12685
Kia,Stinger,2019,Qara,2.0,Benzin,78000,Avtomat,Xeyr,19883
Changan,Qiyuan A05,2024,Yaş Asfalt,1.5,Plug-in Hibrid,0,Variator,Bəli,16814
Hyundai,Grandeur,2016,Qara,2.2,Dizel,168000,Avtomat,Xeyr,17995
Nissan,Juke,2013,Göy,1.6,Benzin,89300,Avtomat,Xeyr,11623
Land Rover,Range Rover,2020,Qara,3.0,Benzin,80000,Avtomat,Xeyr,78800
